"","income","age","marital_status","hours_per_week","education","capital_gain","capital_loss","income_num","career_stage","marital_status_group","hours_group","education_group","has_investment_activity"
"18783","<=50K",32,"Married-civ-spouse",60,"Some-college",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"18784","<=50K",21,"Never-married",35,"10th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"18785","<=50K",30,"Married-civ-spouse",45,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"18793","<=50K",35,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"18801","<=50K",23,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"18804","<=50K",31,"Separated",45,"Assoc-acdm",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"18808","<=50K",45,"Divorced",40,"HS-grad",0,1590,"0","Peak-earning","Previously-married","Full-time","HS-some-college","Yes"
"18810","<=50K",26,"Divorced",30,"10th",0,0,"0","Entry-level","Previously-married","Full-time","Non-HS","No"
"18817",">50K",58,"Married-civ-spouse",30,"Bachelors",7688,0,"1","Peak-earning","Married","Full-time","Bachelors","Yes"
"18827",">50K",35,"Married-civ-spouse",50,"HS-grad",5178,0,"1","Growth-phase","Married","Overtime","HS-some-college","Yes"
"18840","<=50K",38,"Married-civ-spouse",45,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"18845","<=50K",22,"Married-civ-spouse",40,"HS-grad",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"18846","<=50K",33,"Never-married",40,"Some-college",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"18855","<=50K",25,"Divorced",40,"HS-grad",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"18856","<=50K",37,"Divorced",65,"11th",0,0,"0","Growth-phase","Previously-married","Overtime","Non-HS","No"
"18863","<=50K",41,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"18865","<=50K",23,"Never-married",32,"Some-college",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"18871",">50K",52,"Married-civ-spouse",40,"Assoc-voc",0,1902,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
"18877","<=50K",18,"Never-married",20,"12th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"18882",">50K",43,"Married-civ-spouse",60,"Prof-school",99999,0,"1","Growth-phase","Married","Overtime","Prof-doctorate","Yes"
"18897","<=50K",30,"Separated",40,"Some-college",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"18899",">50K",58,"Married-civ-spouse",10,"HS-grad",0,0,"1","Peak-earning","Married","Underemployed","HS-some-college","No"
"18904","<=50K",26,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"18911","<=50K",52,"Married-civ-spouse",36,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"18918",">50K",40,"Married-civ-spouse",40,"Assoc-voc",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"18923",">50K",48,"Never-married",60,"Some-college",8614,0,"1","Peak-earning","Never-married","Overtime","HS-some-college","Yes"
"18925","<=50K",56,"Never-married",40,"Some-college",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"18930",">50K",59,"Married-civ-spouse",37,"Bachelors",0,0,"1","Peak-earning","Married","Full-time","Bachelors","No"
"18937","<=50K",21,"Never-married",32,"12th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"18938",">50K",44,"Divorced",60,"Some-college",0,0,"1","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"18944","<=50K",44,"Divorced",40,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"18947",">50K",50,"Married-civ-spouse",50,"Assoc-voc",0,0,"1","Peak-earning","Married","Overtime","HS-some-college","No"
"18950","<=50K",23,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"18952","<=50K",30,"Married-civ-spouse",30,"Some-college",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"18955",">50K",37,"Married-civ-spouse",65,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"18963","<=50K",31,"Divorced",15,"Some-college",0,0,"0","Growth-phase","Previously-married","Underemployed","HS-some-college","No"
"18967","<=50K",34,"Never-married",30,"HS-grad",4416,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","Yes"
"18969","<=50K",37,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"18970","<=50K",20,"Never-married",20,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"18972","<=50K",24,"Never-married",55,"1st-4th",0,0,"0","Entry-level","Never-married","Overtime","Non-HS","No"
"18975","<=50K",62,"Married-civ-spouse",80,"Some-college",0,0,"0","Retirement-transition","Married","Overtime","HS-some-college","No"
"18976","<=50K",24,"Separated",40,"Bachelors",0,0,"0","Entry-level","Previously-married","Full-time","Bachelors","No"
"18987",">50K",48,"Married-civ-spouse",45,"Bachelors",15024,0,"1","Peak-earning","Married","Full-time","Bachelors","Yes"
"18989","<=50K",40,"Divorced",32,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"18993","<=50K",31,"Never-married",50,"Bachelors",0,0,"0","Growth-phase","Never-married","Overtime","Bachelors","No"
"18995","<=50K",46,"Divorced",38,"Assoc-acdm",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"19000","<=50K",35,"Divorced",56,"HS-grad",0,0,"0","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"19009","<=50K",31,"Never-married",40,"7th-8th",0,0,"0","Growth-phase","Never-married","Full-time","Non-HS","No"
"19017","<=50K",33,"Married-civ-spouse",20,"Bachelors",0,0,"0","Growth-phase","Married","Underemployed","Bachelors","No"
"19023",">50K",52,"Never-married",37,"Some-college",0,0,"1","Peak-earning","Never-married","Full-time","HS-some-college","No"
"19024","<=50K",27,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"19028",">50K",61,"Married-civ-spouse",40,"Some-college",0,0,"1","Retirement-transition","Married","Full-time","HS-some-college","No"
"19031",">50K",63,"Married-civ-spouse",40,"12th",0,0,"1","Retirement-transition","Married","Full-time","Non-HS","No"
"19033","<=50K",21,"Never-married",10,"Assoc-acdm",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"19035","<=50K",26,"Never-married",35,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"19062",">50K",37,"Married-civ-spouse",46,"HS-grad",0,0,"1","Growth-phase","Married","Overtime","HS-some-college","No"
"19064","<=50K",31,"Separated",40,"7th-8th",0,0,"0","Growth-phase","Previously-married","Full-time","Non-HS","No"
"19065","<=50K",31,"Married-civ-spouse",35,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"19066","<=50K",53,"Married-civ-spouse",40,"HS-grad",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"19067","<=50K",19,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"19068",">50K",56,"Married-civ-spouse",50,"Doctorate",0,0,"1","Peak-earning","Married","Overtime","Prof-doctorate","No"
"19069",">50K",55,"Married-civ-spouse",40,"Some-college",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"19084",">50K",52,"Married-civ-spouse",30,"Bachelors",99999,0,"1","Peak-earning","Married","Full-time","Bachelors","Yes"
"19085","<=50K",76,"Married-civ-spouse",40,"Bachelors",0,0,"0","Retirement-transition","Married","Full-time","Bachelors","No"
"19098","<=50K",42,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"19099","<=50K",35,"Never-married",40,"Assoc-voc",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"19105",">50K",40,"Married-civ-spouse",45,"Some-college",0,0,"1","Growth-phase","Married","Full-time","HS-some-college","No"
"19109","<=50K",18,"Never-married",20,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"19110","<=50K",41,"Married-spouse-absent",40,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"19114","<=50K",73,"Divorced",20,"HS-grad",0,0,"0","Retirement-transition","Previously-married","Underemployed","HS-some-college","No"
"19115","<=50K",45,"Married-civ-spouse",40,"Some-college",0,0,"0","Peak-earning","Married","Full-time","HS-some-college","No"
"19119","<=50K",44,"Divorced",40,"Assoc-voc",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"19121",">50K",44,"Married-civ-spouse",45,"Some-college",7688,0,"1","Growth-phase","Married","Full-time","HS-some-college","Yes"
"19125","<=50K",19,"Never-married",15,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"19126","<=50K",60,"Married-civ-spouse",55,"Some-college",0,0,"0","Peak-earning","Married","Overtime","HS-some-college","No"
"19129","<=50K",59,"Divorced",52,"Some-college",0,0,"0","Peak-earning","Previously-married","Overtime","HS-some-college","No"
"19131","<=50K",47,"Divorced",40,"HS-grad",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"19134","<=50K",17,"Never-married",40,"10th",0,0,"0","Entry-level","Never-married","Full-time","Non-HS","No"
"19137","<=50K",37,"Separated",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"19144","<=50K",37,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"19148","<=50K",27,"Never-married",40,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"19154",">50K",32,"Married-civ-spouse",60,"Bachelors",0,0,"1","Growth-phase","Married","Overtime","Bachelors","No"
"19156",">50K",47,"Married-civ-spouse",40,"Masters",7688,0,"1","Peak-earning","Married","Full-time","Masters","Yes"
"19165","<=50K",60,"Married-civ-spouse",15,"Some-college",0,0,"0","Peak-earning","Married","Underemployed","HS-some-college","No"
"19168","<=50K",67,"Married-civ-spouse",49,"5th-6th",0,0,"0","Retirement-transition","Married","Overtime","Non-HS","No"
"19170","<=50K",52,"Divorced",40,"Masters",0,0,"0","Peak-earning","Previously-married","Full-time","Masters","No"
"19183","<=50K",29,"Never-married",35,"Bachelors",0,0,"0","Entry-level","Never-married","Full-time","Bachelors","No"
"19184","<=50K",19,"Never-married",45,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"19196","<=50K",26,"Married-civ-spouse",40,"Some-college",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"19199","<=50K",35,"Divorced",40,"HS-grad",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"19201","<=50K",52,"Widowed",24,"Some-college",0,0,"0","Peak-earning","Previously-married","Underemployed","HS-some-college","No"
"19206","<=50K",17,"Never-married",25,"10th",0,0,"0","Entry-level","Never-married","Underemployed","Non-HS","No"
"19207","<=50K",46,"Never-married",40,"Some-college",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"19208",">50K",45,"Divorced",40,"Bachelors",0,0,"1","Peak-earning","Previously-married","Full-time","Bachelors","No"
"19209","<=50K",21,"Never-married",32,"Some-college",1055,0,"0","Entry-level","Never-married","Full-time","HS-some-college","Yes"
"19215","<=50K",19,"Never-married",50,"Some-college",0,0,"0","Entry-level","Never-married","Overtime","HS-some-college","No"
"19222","<=50K",48,"Separated",40,"HS-grad",914,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","Yes"
"19227","<=50K",28,"Married-civ-spouse",40,"HS-grad",3411,0,"0","Entry-level","Married","Full-time","HS-some-college","Yes"
"19242","<=50K",56,"Never-married",40,"HS-grad",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"19244","<=50K",46,"Divorced",40,"Some-college",0,0,"0","Peak-earning","Previously-married","Full-time","HS-some-college","No"
"19245","<=50K",41,"Married-civ-spouse",40,"12th",0,0,"0","Growth-phase","Married","Full-time","Non-HS","No"
"19254",">50K",50,"Divorced",40,"Bachelors",0,0,"1","Peak-earning","Previously-married","Full-time","Bachelors","No"
"19257","<=50K",40,"Married-civ-spouse",40,"Bachelors",0,0,"0","Growth-phase","Married","Full-time","Bachelors","No"
"19268","<=50K",18,"Never-married",10,"HS-grad",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"19271","<=50K",31,"Never-married",60,"HS-grad",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"19275","<=50K",64,"Married-civ-spouse",40,"11th",0,0,"0","Retirement-transition","Married","Full-time","Non-HS","No"
"19276","<=50K",26,"Never-married",38,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"19286","<=50K",32,"Never-married",40,"HS-grad",0,0,"0","Growth-phase","Never-married","Full-time","HS-some-college","No"
"19289","<=50K",32,"Divorced",30,"Some-college",0,0,"0","Growth-phase","Previously-married","Full-time","HS-some-college","No"
"19301","<=50K",30,"Divorced",40,"Some-college",0,0,"0","Entry-level","Previously-married","Full-time","HS-some-college","No"
"19302","<=50K",43,"Married-civ-spouse",40,"Some-college",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"19305","<=50K",37,"Separated",52,"Some-college",0,0,"0","Growth-phase","Previously-married","Overtime","HS-some-college","No"
"19309","<=50K",37,"Married-civ-spouse",45,"Assoc-acdm",0,1740,"0","Growth-phase","Married","Full-time","HS-some-college","Yes"
"19316","<=50K",21,"Never-married",20,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"19323",">50K",45,"Married-civ-spouse",50,"Masters",15024,0,"1","Peak-earning","Married","Overtime","Masters","Yes"
"19329","<=50K",33,"Married-civ-spouse",40,"HS-grad",0,0,"0","Growth-phase","Married","Full-time","HS-some-college","No"
"19332","<=50K",26,"Married-civ-spouse",45,"9th",0,0,"0","Entry-level","Married","Full-time","Non-HS","No"
"19333",">50K",55,"Married-civ-spouse",50,"Bachelors",0,2415,"1","Peak-earning","Married","Overtime","Bachelors","Yes"
"19335",">50K",52,"Married-civ-spouse",55,"Some-college",3103,0,"1","Peak-earning","Married","Overtime","HS-some-college","Yes"
"19342","<=50K",26,"Married-civ-spouse",50,"Some-college",0,0,"0","Entry-level","Married","Overtime","HS-some-college","No"
"19352","<=50K",23,"Married-civ-spouse",40,"Assoc-acdm",0,0,"0","Entry-level","Married","Full-time","HS-some-college","No"
"19353",">50K",67,"Widowed",2,"Masters",18481,0,"1","Retirement-transition","Previously-married","Underemployed","Masters","Yes"
"19361","<=50K",43,"Married-civ-spouse",50,"Assoc-voc",0,0,"0","Growth-phase","Married","Overtime","HS-some-college","No"
"19362","<=50K",23,"Never-married",25,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"19368",">50K",50,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"19370",">50K",55,"Married-civ-spouse",40,"HS-grad",3103,0,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
"19372","<=50K",32,"Never-married",60,"HS-grad",0,0,"0","Growth-phase","Never-married","Overtime","HS-some-college","No"
"19374","<=50K",22,"Never-married",15,"Bachelors",0,0,"0","Entry-level","Never-married","Underemployed","Bachelors","No"
"19381","<=50K",53,"Married-civ-spouse",45,"12th",0,0,"0","Peak-earning","Married","Full-time","Non-HS","No"
"19383","<=50K",55,"Never-married",35,"HS-grad",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"19397","<=50K",46,"Divorced",70,"Some-college",0,0,"0","Peak-earning","Previously-married","Overtime","HS-some-college","No"
"19405","<=50K",47,"Never-married",33,"HS-grad",0,0,"0","Peak-earning","Never-married","Full-time","HS-some-college","No"
"19406","<=50K",20,"Never-married",40,"HS-grad",0,0,"0","Entry-level","Never-married","Full-time","HS-some-college","No"
"19410",">50K",33,"Married-civ-spouse",50,"Bachelors",7688,0,"1","Growth-phase","Married","Overtime","Bachelors","Yes"
"19417",">50K",44,"Married-civ-spouse",24,"Masters",0,0,"1","Growth-phase","Married","Underemployed","Masters","No"
"19419",">50K",35,"Never-married",80,"Doctorate",0,0,"1","Growth-phase","Never-married","Overtime","Prof-doctorate","No"
"19426","<=50K",31,"Married-spouse-absent",40,"Bachelors",0,0,"0","Growth-phase","Previously-married","Full-time","Bachelors","No"
"19440","<=50K",21,"Never-married",10,"Some-college",0,0,"0","Entry-level","Never-married","Underemployed","HS-some-college","No"
"19444",">50K",30,"Married-civ-spouse",48,"Some-college",7298,0,"1","Entry-level","Married","Overtime","HS-some-college","Yes"
"19445",">50K",52,"Married-civ-spouse",40,"HS-grad",0,0,"1","Peak-earning","Married","Full-time","HS-some-college","No"
"19459",">50K",55,"Married-civ-spouse",40,"HS-grad",0,1887,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
"19466",">50K",50,"Married-civ-spouse",30,"HS-grad",7298,0,"1","Peak-earning","Married","Full-time","HS-some-college","Yes"
